,Unnamed: 0,Temperature,Humidity Sensor,UUT1_I_S1,UUT1_I_S2,UUT1_I_S3,UUT1_I_S4,UUT2_I_S1,UUT2_I_S2,UUT2_I_S3,UUT2_I_S4,UUT3_I_S1,UUT3_I_S2,UUT3_I_S3,UUT3_I_S4,FinalConcAcetone,FinalConcCO,FinalConcEtOH
1449519.0,1449519.0,25.0,39.994545,8.273958333333337e-08,1.3535677083333338e-07,6.285677083333337e-08,2.440364583333333e-08,5.972916666666666e-08,1.0722916666666668e-07,5.664322916666667e-08,2.38828125e-08,8.419270833333334e-08,1.3631770833333334e-07,5.6578125e-08,1.7651041666666668e-08,6.004374615791505,8.25458548370956,26.01895666842985
1449520.0,1449520.0,25.0,39.994545,9.7390625e-08,1.6171354166666664e-07,7.517708333333333e-08,2.9526041666666667e-08,7.130729166666669e-08,1.296640625e-07,6.707291666666667e-08,2.8901041666666663e-08,9.915104166666669e-08,1.6395312500000004e-07,6.923958333333335e-08,2.23125e-08,6.004374615791505,8.25458548370956,26.01895666842985
1449521.0,1449521.0,25.0,39.994545,1.1376302083333334e-07,1.9208333333333333e-07,8.959895833333335e-08,3.537760416666667e-08,8.450260416666668e-08,1.5590364583333333e-07,7.90625e-08,3.4687500000000005e-08,1.1619531250000001e-07,1.9584375e-07,8.386458333333335e-08,2.8041666666666668e-08,5.9957491544016825,8.261724106408264,25.982151019288786
1449522.0,1449522.0,25.0,39.994545,1.3178385416666666e-07,2.263098958333333e-07,1.0613802083333333e-07,4.1994791666666674e-08,9.91875e-08,1.858932291666667e-07,9.288281250000001e-08,4.117708333333334e-08,1.3519010416666666e-07,2.3161458333333335e-07,1.0090364583333336e-07,3.4434895833333334e-08,5.9957491544016825,8.261724106408264,25.982151019288786
1449523.0,1449523.0,25.0,39.994545,1.5193229166666666e-07,2.6534895833333336e-07,1.251588541666667e-07,4.958854166666666e-08,1.159140625e-07,2.1952083333333333e-07,1.091354166666667e-07,4.8653645833333344e-08,1.5610416666666665e-07,2.7298958333333333e-07,1.2035677083333334e-07,4.188802083333335e-08,5.9957491544016825,8.261724106408264,25.982151019288786
1449524.0,1449524.0,25.0,39.994545,1.742838541666667e-07,3.0902864583333337e-07,1.4705208333333332e-07,5.82734375e-08,1.3404427083333336e-07,2.578906250000001e-07,1.2795052083333334e-07,5.7317708333333336e-08,1.7973177083333332e-07,3.1931510416666665e-07,1.4297135416666668e-07,4.996875e-08,5.9957491544016825,8.261724106408264,25.982151019288786
1449525.0,1449525.0,25.0,39.994545,1.98890625e-07,3.582369791666667e-07,1.720234375e-07,6.804947916666667e-08,1.5420833333333334e-07,3.0100520833333335e-07,1.494713541666667e-07,6.687239583333335e-08,2.0566927083333337e-07,3.717057291666667e-07,1.6857552083333337e-07,5.954947916666667e-08,5.9957491544016825,8.261724106408264,25.982151019288786
1449526.0,1449526.0,25.0,39.994545,2.2641927083333334e-07,4.132760416666667e-07,2.0070312500000002e-07,7.909635416666667e-08,1.7579427083333337e-07,3.4917708333333337e-07,1.7393750000000004e-07,7.75546875e-08,2.3414583333333334e-07,4.30140625e-07,1.977447916666667e-07,7.009635416666667e-08,5.9957491544016825,8.261724106408264,25.982151019288786
1449527.0,1449527.0,25.0,39.994545,2.556276041666667e-07,4.731744791666667e-07,2.324635416666667e-07,9.11901041666667e-08,1.99078125e-07,4.018723958333334e-07,2.0173958333333333e-07,8.975e-08,2.648072916666667e-07,4.944817708333334e-07,2.3088802083333334e-07,8.195052083333335e-08,5.9957491544016825,8.261724106408264,25.982151019288786
1449528.0,1449528.0,25.0,39.994545,2.868776041666668e-07,5.38484375e-07,2.682109375e-07,1.04671875e-07,2.2392708333333333e-07,4.602291666666667e-07,2.3285937500000002e-07,1.0303645833333333e-07,2.983515625e-07,5.647057291666666e-07,2.6773958333333336e-07,9.503385416666669e-08,5.9957491544016825,8.261724106408264,25.982151019288786
1449529.0,1449529.0,24.970000000000027,39.994545,3.2069531250000005e-07,6.098828125e-07,3.079635416666667e-07,1.190703125e-07,2.507916666666667e-07,5.232890624999999e-07,2.674869791666667e-07,1.1738802083333333e-07,3.3368489583333333e-07,6.421822916666666e-07,3.0873958333333337e-07,1.0951822916666669e-07,5.992079468005218,8.247460946980404,25.982999694485606
1449530.0,1449530.0,24.970000000000027,39.998741,3.584244791666667e-07,6.88828125e-07,3.527369791666667e-07,1.356510416666667e-07,2.8129166666666666e-07,5.945390625e-07,3.067265625e-07,1.3357552083333336e-07,3.734635416666667e-07,7.288697916666667e-07,3.551692708333334e-07,1.2565625e-07,5.992079468005218,8.247460946980404,25.982999694485606
1449531.0,1449531.0,24.970000000000027,39.998741,3.9779166666666673e-07,7.725026041666667e-07,4.012734375e-07,1.53265625e-07,3.1202604166666666e-07,6.6978125e-07,3.4978906250000005e-07,1.5095312500000004e-07,4.152890625e-07,8.210468750000001e-07,4.051536458333334e-07,1.4269531250000004e-07,5.992079468005218,8.247460946980404,25.982999694485606
1449532.0,1449532.0,24.970000000000027,39.998741,4.404270833333334e-07,8.639765625000001e-07,4.545078125e-07,1.7228125e-07,3.456015625000001e-07,7.525546875e-07,3.970859375e-07,1.6973697916666669e-07,4.594609375e-07,9.215130208333332e-07,4.6029166666666666e-07,1.6171875e-07,5.992079468005218,8.247460946980404,25.982999694485606
1449533.0,1449533.0,24.970000000000027,39.998741,3.695989583333334e-07,7.19484375e-07,3.7752343750000004e-07,1.429088541666667e-07,2.889791666666667e-07,6.253619791666668e-07,3.305442708333334e-07,1.4151041666666668e-07,3.8571093750000004e-07,7.680937500000001e-07,3.81671875e-07,1.3296354166666665e-07,5.992079468005218,8.247460946980404,25.982999694485606
1449534.0,1449534.0,24.970000000000027,39.998741,3.153098958333334e-07,6.082552083333334e-07,3.1735677083333337e-07,1.20328125e-07,2.459921875e-07,5.26984375e-07,2.7803645833333334e-07,1.1934895833333332e-07,3.289973958333333e-07,6.485677083333333e-07,3.197916666666667e-07,1.1104687500000001e-07,5.992079468005218,8.247460946980404,25.982999694485606
1449535.0,1449535.0,24.970000000000027,39.998741,2.7123177083333334e-07,5.170651041666666e-07,2.677369791666667e-07,1.0156770833333336e-07,2.1049739583333334e-07,4.454296875000001e-07,2.351822916666667e-07,1.0151041666666669e-07,2.8229947916666665e-07,5.504348958333334e-07,2.690755208333334e-07,9.27578125e-08,5.992079468005218,8.247460946980404,25.982999694485606
1449536.0,1449536.0,24.970000000000027,39.998741,2.3352343750000002e-07,4.401770833333333e-07,2.2611458333333333e-07,8.628125000000002e-08,1.803958333333333e-07,3.771822916666667e-07,1.9875520833333335e-07,8.61640625e-08,2.427734375e-07,4.6747135416666673e-07,2.2597395833333334e-07,7.735677083333336e-08,5.992079468005218,8.247460946980404,25.982999694485606
1449537.0,1449537.0,24.970000000000027,39.998741,2.0145312500000005e-07,3.745807291666667e-07,1.909817708333333e-07,7.294010416666667e-08,1.5473958333333337e-07,3.187526041666667e-07,1.683359375e-07,7.294791666666669e-08,2.0908072916666666e-07,3.967109375000001e-07,1.896484375e-07,6.477604166666669e-08,5.992079468005218,8.247460946980404,25.982999694485606
1449538.0,1449538.0,24.970000000000027,39.998741,1.736796875e-07,3.188880208333334e-07,1.612760416666667e-07,6.188281250000002e-08,1.326119791666667e-07,2.69578125e-07,1.424661458333334e-07,6.182291666666667e-08,1.7959114583333333e-07,3.355078125e-07,1.590260416666667e-07,5.3625e-08,5.992079468005218,8.247460946980404,25.982999694485606
1449539.0,1449539.0,24.970000000000027,39.998741,1.4946875000000002e-07,2.7062239583333333e-07,1.357604166666667e-07,5.2013020833333344e-08,1.1337500000000001e-07,2.2711458333333333e-07,1.204453125e-07,5.221614583333335e-08,1.5420052083333333e-07,2.8399218750000004e-07,1.328151041666667e-07,4.4286458333333336e-08,6.000725525649044,8.235001756686119,26.007523758108604
1449540.0,1449540.0,24.970000000000027,39.994545,1.2870833333333336e-07,2.293072916666667e-07,1.141510416666667e-07,4.3770833333333344e-08,9.690364583333333e-08,1.9058593750000002e-07,1.0175781250000001e-07,4.3911458333333335e-08,1.3225520833333338e-07,2.39046875e-07,1.1050260416666669e-07,3.640364583333333e-08,6.000725525649044,8.235001756686119,26.007523758108604
1449541.0,1449541.0,24.970000000000027,39.994545,1.1028645833333333e-07,1.9340364583333334e-07,9.59140625e-08,3.661197916666668e-08,8.198697916666667e-08,1.5884114583333336e-07,8.586979166666667e-08,3.6804687500000016e-08,1.12828125e-07,2.0039843750000002e-07,9.146093750000001e-08,2.9289062500000003e-08,6.000725525649044,8.235001756686119,26.007523758108604
1449542.0,1449542.0,24.970000000000027,39.994545,9.43359375e-08,1.6263020833333333e-07,8.027864583333335e-08,3.0653645833333335e-08,6.929166666666668e-08,1.320651041666667e-07,7.238802083333333e-08,3.0591145833333336e-08,9.622916666666669e-08,1.672916666666667e-07,7.534895833333334e-08,2.3713541666666667e-08,6.000725525649044,8.235001756686119,26.007523758108604
1449543.0,1449543.0,24.970000000000027,39.994545,8.0609375e-08,1.3639062499999998e-07,6.698697916666668e-08,2.5289062500000004e-08,5.800260416666666e-08,1.0936718750000001e-07,6.119791666666668e-08,2.5463541666666676e-08,8.165625000000003e-08,1.389375e-07,6.176041666666667e-08,1.8721354166666666e-08,6.000725525649044,8.235001756686119,26.007523758108604
1449544.0,1449544.0,24.970000000000027,39.994545,6.856770833333336e-08,1.1400520833333333e-07,5.590364583333335e-08,2.090625e-08,4.867447916666668e-08,8.990885416666666e-08,5.167447916666668e-08,2.1000000000000003e-08,6.928385416666669e-08,1.1509114583333337e-07,5.0348958333333335e-08,1.4434895833333334e-08,6.000725525649044,8.235001756686119,26.007523758108604
1449545.0,1449545.0,24.970000000000027,39.994545,5.80625e-08,9.484895833333336e-08,4.6606770833333335e-08,1.70390625e-08,4.023177083333333e-08,7.336197916666667e-08,4.3601562500000003e-08,1.7242187500000002e-08,5.8341145833333343e-08,9.468489583333337e-08,4.060416666666668e-08,1.084375e-08,6.000725525649044,8.235001756686119,26.007523758108604
1449546.0,1449546.0,24.970000000000027,39.994545,4.91953125e-08,7.82994791666667e-08,3.8713541666666666e-08,1.3822916666666668e-08,3.33828125e-08,5.9520833333333336e-08,3.692968750000001e-08,1.3973958333333332e-08,4.93046875e-08,7.719791666666669e-08,3.2382812499999994e-08,7.776041666666667e-09,6.000725525649044,8.235001756686119,26.007523758108604
1449547.0,1449547.0,24.970000000000027,39.994545,4.16171875e-08,6.45390625e-08,3.1885416666666675e-08,1.1091145833333334e-08,2.7145833333333336e-08,4.7359375e-08,3.1450520833333335e-08,1.0986979166666669e-08,4.1359375e-08,6.2453125e-08,2.565885416666667e-08,5.234375e-09,6.000725525649044,8.235001756686119,26.007523758108604
1449548.0,1449548.0,24.970000000000027,39.994545,3.5015625000000004e-08,5.285416666666668e-08,2.6278645833333337e-08,8.880208333333335e-09,2.1958333333333333e-08,3.7455729166666674e-08,2.6671875000000005e-08,8.557291666666667e-09,3.4546874999999995e-08,5.002864583333334e-08,2.00078125e-08,3.1328125e-09,6.000725525649044,8.235001756686119,26.007523758108604
1449549.0,1449549.0,24.970000000000027,39.994545,2.9497395833333337e-08,4.317968750000001e-08,2.1765625e-08,6.916666666666666e-09,1.7445312500000004e-08,2.90234375e-08,2.2901041666666672e-08,6.518229166666668e-09,2.880989583333333e-08,3.959635416666668e-08,1.5304687500000002e-08,1.3385416666666667e-09,6.000725525649044,8.235001756686119,26.007523758108604
1449550.0,1449550.0,24.970000000000027,39.994545,2.4763020833333332e-08,3.46953125e-08,1.77421875e-08,5.210937500000001e-09,1.3776041666666668e-08,2.2098958333333337e-08,1.98046875e-08,4.8515625000000005e-09,2.3781250000000003e-08,3.0908854166666665e-08,1.1322916666666668e-08,-3.59375e-10,6.000725525649044,8.235001756686119,26.007523758108604
1449551.0,1449551.0,24.970000000000027,39.994545,2.066145833333333e-08,2.7838541666666676e-08,1.4653645833333332e-08,3.833333333333334e-09,1.0565104166666669e-08,1.61953125e-08,1.7059895833333336e-08,3.4244791666666672e-09,1.960677083333333e-08,2.35703125e-08,8.171875e-09,-1.75e-09,6.000725525649044,8.235001756686119,26.007523758108604
1449552.0,1449552.0,24.970000000000027,39.994545,1.7484375e-08,2.2197916666666672e-08,1.2197916666666669e-08,2.677083333333333e-09,8.005208333333334e-09,1.1221354166666668e-08,1.5098958333333337e-08,2.231770833333333e-09,1.6216145833333335e-08,1.7630208333333335e-08,5.611979166666668e-09,-2.723958333333333e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449553.0,1449553.0,24.970000000000027,39.994545,1.4463541666666669e-08,1.7453125e-08,1.0015625e-08,1.7239583333333335e-09,5.723958333333334e-09,7.338541666666667e-09,1.3177083333333337e-08,1.2526041666666664e-09,1.31875e-08,1.2622395833333331e-08,3.3385416666666674e-09,-3.6796875e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449554.0,1449554.0,24.970000000000027,39.994545,1.2276041666666666e-08,1.3554687500000001e-08,8.1484375e-09,8.333333333333335e-10,3.770833333333333e-09,4.057291666666667e-09,1.1796875e-08,4.765625e-10,1.0841145833333332e-08,8.497395833333334e-09,1.557291666666667e-09,-4.244791666666667e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449555.0,1449555.0,24.970000000000027,39.994545,1.03671875e-08,1.0359375e-08,6.825520833333333e-09,1.7708333333333334e-10,2.174479166666667e-09,1.3515624999999994e-09,1.0606770833333334e-08,-3.854166666666666e-10,8.747395833333333e-09,5.0833333333333325e-09,6.770833333333333e-11,-4.8828125e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449556.0,1449556.0,24.970000000000027,39.994545,8.645833333333334e-09,7.734375e-09,5.546875e-09,-5.208333333333331e-10,7.838541666666667e-10,-7.317708333333333e-10,9.505208333333334e-09,-1.0104166666666664e-09,7.028645833333334e-09,2.4375e-09,-1.059895833333333e-09,-5.528645833333334e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449557.0,1449557.0,24.970000000000027,39.994545,7.328125e-09,5.770833333333334e-09,4.661458333333334e-09,-8.567708333333334e-10,-2.1875e-10,-2.5468750000000003e-09,8.927083333333333e-09,-1.53125e-09,5.7265625e-09,1.5885416666666664e-10,-1.895833333333333e-09,-5.958333333333334e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449558.0,1449558.0,24.970000000000027,39.994545,6.2682291666666675e-09,4.005208333333334e-09,3.890625e-09,-1.2656250000000002e-09,-1.2083333333333332e-09,-3.955729166666667e-09,8.421875e-09,-1.984375e-09,4.5078125e-09,-1.6145833333333335e-09,-2.7265624999999997e-09,-6.190104166666666e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449559.0,1449559.0,24.970000000000027,39.994545,5.356770833333333e-09,2.6171875e-09,3.177083333333332e-09,-1.7057291666666663e-09,-1.966145833333333e-09,-5.078125000000001e-09,7.885416666666667e-09,-2.4322916666666667e-09,3.453125e-09,-3.1171875e-09,-3.341145833333333e-09,-6.596354166666667e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449560.0,1449560.0,24.970000000000027,39.994545,4.406249999999999e-09,1.4296875e-09,2.7838541666666667e-09,-1.794270833333333e-09,-2.463541666666667e-09,-5.9817708333333355e-09,7.544270833333334e-09,-2.7473958333333324e-09,2.7135416666666664e-09,-4.151041666666666e-09,-3.739583333333333e-09,-6.713541666666667e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449561.0,1449561.0,24.970000000000027,39.994545,3.7421875e-09,5.3125e-10,2.419270833333333e-09,-1.9765625e-09,-2.9609375e-09,-6.7994791666666685e-09,7.151041666666667e-09,-3.041666666666666e-09,2.098958333333333e-09,-5.096354166666667e-09,-4.2109375e-09,-6.864583333333334e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449562.0,1449562.0,24.970000000000027,39.994545,3.221354166666666e-09,5.208333333333334e-12,2.044270833333333e-09,-2.1901041666666667e-09,-3.3671875e-09,-7.348958333333334e-09,6.869791666666667e-09,-3.216145833333333e-09,1.5390625e-09,-5.908854166666667e-09,-4.427083333333333e-09,-7.138020833333333e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449563.0,1449563.0,24.970000000000027,39.994545,3.9140624999999996e-09,8.385416666666664e-10,2.4531250000000003e-09,-2.0859375e-09,-2.921875e-09,-6.609375000000001e-09,7.158854166666667e-09,-2.96875e-09,2.171875e-09,-4.9765625e-09,-4.098958333333333e-09,-6.778645833333334e-09,6.0049464609930086,8.25458548370956,26.00466053839225
1449564.0,1449564.0,24.970000000000027,39.994545,4.6640625e-09,1.9765625e-09,2.903645833333333e-09,-1.734375e-09,-2.2447916666666667e-09,-5.7838541666666675e-09,7.539062499999999e-09,-2.708333333333333e-09,3.033854166666667e-09,-3.854166666666667e-09,-3.7734375000000014e-09,-6.682291666666666e-09,6.000451677639384,8.265986672650918,26.02863864931233
1449565.0,1449565.0,24.970000000000027,39.994545,5.8333333333333335e-09,3.432291666666667e-09,3.541666666666666e-09,-1.3880208333333335e-09,-1.552083333333333e-09,-4.591145833333334e-09,8.013020833333334e-09,-2.2786458333333336e-09,4.067708333333334e-09,-2.2838541666666667e-09,-3.127604166666667e-09,-6.317708333333333e-09,6.000451677639384,8.265986672650918,26.02863864931233
1449566.0,1449566.0,24.970000000000027,39.994545,7.0624999999999995e-09,5.380208333333333e-09,4.393229166666667e-09,-9.791666666666667e-10,-5.416666666666667e-10,-2.973958333333333e-09,8.645833333333334e-09,-1.7682291666666667e-09,5.4010416666666685e-09,-3.671875e-10,-2.294270833333333e-09,-5.8984375000000014e-09,6.000451677639384,8.265986672650918,26.02863864931233
1449567.0,1449567.0,24.970000000000027,39.994545,8.494791666666667e-09,7.734375e-09,5.2682291666666684e-09,-4.401041666666667e-10,7.161458333333331e-10,-1.0546875e-09,9.268229166666664e-09,-1.278645833333333e-09,6.9036458333333345e-09,2.247395833333333e-09,-1.4140625000000002e-09,-5.546875e-09,6.000451677639384,8.265986672650918,26.02863864931233
1449568.0,1449568.0,24.970000000000027,39.994545,1.0528645833333333e-08,1.0809895833333333e-08,6.583333333333334e-09,2.0052083333333327e-10,2.3125e-09,1.1848958333333335e-09,1.0419270833333331e-08,-5.286458333333331e-10,9.065104166666668e-09,5.200520833333334e-09,3.6458333333333337e-11,-4.947916666666667e-09,6.000451677639384,8.265986672650918,26.02863864931233
1449569.0,1449569.0,24.970000000000027,39.994545,1.2786458333333336e-08,1.4591145833333332e-08,8.263020833333335e-09,1.1145833333333334e-09,4.164062500000001e-09,4.3671875000000005e-09,1.18203125e-08,4.0624999999999997e-10,1.1453125e-08,9.317708333333336e-09,1.567708333333333e-09,-4.364583333333334e-09,6.000451677639384,8.265986672650918,26.02863864931233
1449570.0,1449570.0,24.970000000000027,39.994545,1.5713541666666668e-08,1.91875e-08,1.0322916666666669e-08,1.9375e-09,6.388020833333334e-09,8.322916666666666e-09,1.3510416666666668e-08,1.234375e-09,1.4528645833333332e-08,1.4153645833333334e-08,3.643229166666667e-09,-3.408854166666667e-09,6.000451677639384,8.265986672650918,26.02863864931233
1449571.0,1449571.0,24.970000000000027,39.994545,1.9145833333333334e-08,2.4973958333333338e-08,1.2763020833333334e-08,3.2421875e-09,9.221354166666668e-09,1.3033854166666664e-08,1.5486979166666668e-08,2.598958333333332e-09,1.8046875e-08,2.0325520833333336e-08,6.052083333333333e-09,-2.440104166666667e-09,6.000451677639384,8.265986672650918,26.02863864931233
1449572.0,1449572.0,24.970000000000027,39.994545,2.3369791666666668e-08,3.208333333333333e-08,1.5802083333333334e-08,4.583333333333334e-09,1.2442708333333333e-08,1.8833333333333337e-08,1.7789062500000003e-08,3.9010416666666675e-09,2.2484375000000002e-08,2.7479166666666672e-08,9.0625e-09,-1.1822916666666663e-09,5.995006541773077,8.261488096258335,26.009975489775982
1449573.0,1449573.0,24.970000000000027,39.998741,2.8260416666666668e-08,4.02578125e-08,1.943489583333333e-08,6.114583333333333e-09,1.6419270833333334e-08,2.6070312500000003e-08,2.0763020833333333e-08,5.598958333333333e-09,2.77734375e-08,3.638541666666668e-08,1.2763020833333334e-08,2.447916666666667e-10,5.995006541773077,8.261488096258335,26.009975489775982
