,Temperature,Humidity Sensor,CO,HCHO,EtOH,UUT1_I_S1,UUT1_I_S2,UUT1_I_S3,UUT1_I_S4,UUT2_I_S1,UUT2_I_S2,UUT2_I_S3,UUT2_I_S4,UUT3_I_S1,UUT3_I_S2,UUT3_I_S3,UUT3_I_S4,Gaz warning
0,25.02000000000004,40.020271,0.0,0.0,74.011,0.00011080044270833334,0.00020688966145833334,0.00011396041666666668,4.759908854166667e-05,8.438627604166667e-05,0.00015423973958333335,0.00010016385416666667,3.820533854166666e-05,9.730356770833333e-05,0.00017998500000000002,0.00012279440104166666,4.6956796875e-05,0.0
1,25.02000000000004,40.020271,0.0,0.0,74.011,0.00011356494791666665,0.00021172367187500003,0.000117567734375,4.915731770833334e-05,8.699057291666668e-05,0.00015883471354166667,0.00010360690104166666,3.966018229166667e-05,0.00010026598958333333,0.00018501395833333336,0.00012662544270833335,4.8586640625e-05,0.0
2,25.02000000000004,40.020271,0.0,0.0,74.011,0.00011623505208333333,0.00021627059895833333,0.00012114674479166666,5.077973958333334e-05,8.951296875000001e-05,0.00016330085937500002,0.000107113203125,4.1085364583333335e-05,0.00010310356770833335,0.00018976091145833331,0.000130590703125,5.030268229166667e-05,0.0
3,25.02000000000004,40.020271,0.0,0.0,74.011,0.00011879234374999999,0.00022074356770833333,0.00012474177083333332,5.234643229166666e-05,9.200570312500001e-05,0.00016778953125000002,0.00011068848958333334,4.252096354166667e-05,0.00010599747395833332,0.00019466776041666668,0.00013440130208333334,5.1942343749999994e-05,0.0
4,25.02000000000004,40.020271,0.0,0.0,74.011,0.00012124750000000001,0.000224924453125,0.00012817497395833333,5.3877473958333334e-05,9.4454609375e-05,0.00017214046875,0.00011417708333333333,4.396890625e-05,0.00010878497395833334,0.0001994313541666667,0.00013820583333333332,5.358044270833333e-05,0.0
5,25.02000000000004,40.020271,0.0,0.0,74.011,0.00012366966145833334,0.0002289172916666667,0.00013158502604166666,5.543520833333333e-05,9.6862890625e-05,0.00017618216145833332,0.00011762770833333333,4.5403359375e-05,0.000111460234375,0.000203887578125,0.0001420958072916667,5.528583333333334e-05,0.0
6,25.02000000000004,40.020271,0.0,0.0,74.011,0.00012573947916666667,0.000232444609375,0.00013492289062499999,5.685278645833334e-05,9.912395833333334e-05,0.0001801210416666667,0.00012108455729166667,4.6911614583333334e-05,0.00011420494791666666,0.00020832111979166666,0.000145838359375,5.6958776041666664e-05,0.0
7,25.02000000000004,40.020271,0.0,0.0,74.011,0.0001277203125,0.0002358038802083333,0.00013813307291666666,5.825020833333333e-05,0.00010120677083333334,0.00018381075520833336,0.0001243828125,4.826830729166667e-05,0.00011680252604166666,0.00021254088541666668,0.00014961390625,5.855596354166667e-05,0.0
8,25.02000000000004,40.020271,0.0,0.0,74.011,0.00012948216145833332,0.00023886015625,0.00014126822916666668,5.9655651041666674e-05,0.00010325919270833334,0.00018730380208333334,0.00012756,4.958479166666667e-05,0.00011920622395833335,0.00021646674479166666,0.00015307244791666668,6.0173697916666673e-05,0.0
9,25.02000000000004,40.020271,0.0,0.0,74.011,0.00013104953125,0.00024141828125,0.00014418736979166666,6.0946874999999996e-05,0.000105142109375,0.00019047119791666667,0.000130650703125,5.0959687499999995e-05,0.00012156114583333335,0.00022037731770833334,0.00015648776041666667,6.171973958333333e-05,0.0
10,25.02000000000004,40.020271,0.0,0.0,74.011,0.000132524375,0.00024356510416666667,0.00014696364583333333,6.221315104166668e-05,0.00010691416666666667,0.00019352799479166666,0.000133720859375,5.215979166666667e-05,0.0001236265625,0.00022388755208333335,0.00015970174479166668,6.32021875e-05,0.0
11,25.02000000000004,40.020271,0.0,0.0,74.011,0.00013372033854166667,0.00024547843749999997,0.00014958411458333335,6.326486979166667e-05,0.000108380703125,0.000196145,0.000136535546875,5.3334557291666666e-05,0.00012566434895833333,0.000227173046875,0.0001629241666666667,6.465411458333334e-05,0.0
12,25.02000000000004,40.028702,0.0,0.0,74.011,0.0001347296875,0.00024712359375,0.00015198734375,6.430114583333334e-05,0.00010977682291666667,0.00019847546875,0.00013918630208333333,5.4457265625e-05,0.00012741809895833333,0.00023004408854166667,0.00016579044270833331,6.5984453125e-05,0.0
13,25.02000000000004,40.028702,0.0,0.0,74.011,0.00013542010416666667,0.00024826778645833334,0.00015420372395833333,6.520143229166667e-05,0.000111005390625,0.00020038406250000003,0.00014160450520833335,5.545333333333333e-05,0.00012908414062500002,0.000232660078125,0.00016857375000000003,6.721466145833333e-05,0.0
14,25.02000000000004,40.028702,0.0,0.0,74.011,0.000135799765625,0.000249047578125,0.00015619554687500001,6.599973958333333e-05,0.000111881796875,0.00020204604166666664,0.0001437915625,5.631408854166667e-05,0.000130514765625,0.000234968046875,0.00017101554687499998,6.835755208333332e-05,0.0
15,25.02000000000004,40.028702,0.0,0.0,74.011,0.000136096484375,0.00024942046875,0.000157876796875,6.6681171875e-05,0.000112667578125,0.00020329309895833334,0.00014567885416666665,5.7160130208333334e-05,0.0001316850260416667,0.00023690572916666667,0.00017324903645833334,6.939296875000001e-05,0.0
16,25.02000000000004,40.028702,0.0,0.0,74.011,0.00013613104166666667,0.00024940434895833337,0.000159329921875,6.7223671875e-05,0.00011323263020833334,0.00020430523437500002,0.00014743640624999998,5.78303125e-05,0.00013271372395833335,0.00023850166666666668,0.00017522630208333332,7.032010416666667e-05,0.0
